Ship_ID,Vessel Name,Service,Phase,ETA,ATA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Delay
INDEPENDENT PURSUIT - Y11/Z11,INDEPENDENT PURSUIT,ICL,ARRIVED,2021-03-18 19:30:00,2021-03-19 12:00:00,SCT3,Portside,2021-03-19 07:30:00,"Antwerpen, Belgium",Y11/Z11,2021-03-05 00:00:00,175,990.0
INDEPENDENT PURSUIT - Y15/Z15,INDEPENDENT PURSUIT,ICL,ARRIVED,2021-04-15 19:30:00,2021-04-15 19:48:00,SCT3,Portside,2021-04-16 07:30:00,"Antwerpen, Belgium",Y15/Z15,2021-03-31 00:00:00,4987,18.0
INDEPENDENT PURSUIT - Y19/Z19,INDEPENDENT PURSUIT,ICL,ARRIVED,2021-05-13 19:30:00,2021-05-13 12:10:00,SCT3,Portside,2021-05-14 07:30:00,"Antwerpen, Belgium",Y19/Z19,2021-04-30 00:00:00,4281,-440.0
INDEPENDENT PURSUIT - Y23/Z23,INDEPENDENT PURSUIT,ICL,ARRIVED,2021-06-10 19:30:00,2021-06-10 19:22:00,SCT3,Portside,2021-06-11 07:30:00,"Antwerpen, Belgium",Y23/Z23,2021-05-30 00:00:00,4408,-8.0
INDEPENDENT PURSUIT - Y27/Z27,INDEPENDENT PURSUIT,ICL,ARRIVED,2020-07-09 19:00:00,2020-07-09 18:48:00,SCT1,Portside,2020-07-10 07:00:00,"Antwerpen, Belgium",Y27/Z27,2020-07-04 00:00:00,9,-12.0
INDEPENDENT PURSUIT - Y35/Z35,INDEPENDENT PURSUIT,ICL,ARRIVED,2020-09-03 19:30:00,2020-09-03 19:00:00,SCT1,Starboard,2020-09-04 07:30:00,"Antwerpen, Belgium",Y35/Z35,2020-08-20 00:00:00,2934,-30.0
INDEPENDENT PURSUIT - Y39/Z39,INDEPENDENT PURSUIT,ICL,ARRIVED,2020-10-01 19:00:00,2020-10-02 18:55:00,SCT1,Starboard,2020-10-02 07:00:00,"Antwerpen, Belgium",Y39/Z39,2020-09-20 00:00:00,3042,1435.0
INDEPENDENT PURSUIT - Y43/Z43,INDEPENDENT PURSUIT,ICL,ARRIVED,2020-10-29 19:00:00,2020-10-29 19:10:00,SCT1,Starboard,2020-10-30 07:00:00,"Antwerpen, Belgium",Y43/Z43,2020-10-15 00:00:00,2280,10.0
INDEPENDENT PURSUIT - Y47/Z47,INDEPENDENT PURSUIT,ICL,ARRIVED,2020-11-26 19:00:00,2020-11-26 23:15:00,SCT1,Starboard,2020-11-27 07:00:00,"Antwerpen, Belgium",Y47/Z47,2020-11-15 00:00:00,2386,255.0
INDEPENDENT PURSUIT - Y51/Z51,INDEPENDENT PURSUIT,ICL,ARRIVED,2020-12-23 19:00:00,2020-12-24 00:32:00,SCT3,Portside,2020-12-24 07:00:00,"Antwerpen, Belgium",Y51/Z51,2020-11-15 00:00:00,2371,332.0
INDEPENDENT QUEST - Y01/Z01,INDEPENDENT QUEST,ICL,ARRIVED,2021-01-07 19:00:00,2021-01-07 18:30:00,SCT3,Portside,2021-01-08 07:00:00,"Antwerpen, Belgium",Y01/Z01,2020-12-25 00:00:00,4152,-30.0
INDEPENDENT QUEST - Y05/Z05,INDEPENDENT QUEST,ICL,ARRIVED,2021-02-04 19:30:00,2021-02-04 19:10:00,SCT3,Portside,2021-02-05 07:30:00,"Antwerpen, Belgium",Y05/Z05,2021-01-20 00:00:00,2480,-20.0
INDEPENDENT QUEST - Y09/Z09,INDEPENDENT QUEST,ICL,ARRIVED,2021-03-04 19:30:00,2021-03-05 02:10:00,SCT3,Portside,2021-03-05 07:30:00,"Antwerpen, Belgium",Y09/Z09,2021-02-20 00:00:00,2534,400.0
INDEPENDENT QUEST - Y13/Z13,INDEPENDENT QUEST,ICL,ARRIVED,2021-04-01 19:30:00,2021-04-01 17:47:00,SCT3,Portside,2021-04-02 07:30:00,"Antwerpen, Belgium",Y13/Z13,2021-03-20 00:00:00,2614,-103.0
INDEPENDENT QUEST - Y17/Z17,INDEPENDENT QUEST,ICL,ARRIVED,2021-04-29 19:30:00,2021-04-29 15:15:00,SCT3,Portside,2021-04-30 07:30:00,"Antwerpen, Belgium",Y17/Z17,2021-04-15 00:00:00,1779,-255.0
INDEPENDENT QUEST - Y21/Z21,INDEPENDENT QUEST,ICL,ARRIVED,2021-05-27 19:30:00,2021-05-27 18:31:00,SCT3,Portside,2021-05-28 07:30:00,"Antwerpen, Belgium",Y21/Z21,2021-05-15 00:00:00,1868,-59.0
INDEPENDENT QUEST - Y25/Z25,INDEPENDENT QUEST,ICL,ARRIVED,2021-06-24 19:30:00,2021-06-24 19:05:00,SCT3,Portside,2021-06-25 07:30:00,"Antwerpen, Belgium",Y25/Z25,2021-06-10 00:00:00,1151,-25.0
INDEPENDENT QUEST - Y29/Z29,INDEPENDENT QUEST,ICL,ARRIVED,2021-07-22 19:30:00,2021-07-23 01:50:00,SCT3,Portside,2021-07-23 07:30:00,"Antwerpen, Belgium",Y29/Z29,2021-07-10 00:00:00,1253,380.0
INDEPENDENT QUEST - Y33/Z33,INDEPENDENT QUEST,ICL,ARRIVED,2021-08-19 19:30:00,2021-08-19 18:54:00,SCT3,Portside,2021-08-20 07:30:00,"Antwerpen, Belgium",Y33/Z33,2021-08-05 00:00:00,504,-36.0
INDEPENDENT QUEST - Y37/Z37,INDEPENDENT QUEST,ICL,ARRIVED,2021-09-16 19:30:00,2021-09-17 02:30:00,SCT3,Portside,2021-09-17 07:30:00,"Antwerpen, Belgium",Y37/Z37,2021-09-05 00:00:00,604,420.0
INDEPENDENT QUEST - Y41/Z41,INDEPENDENT QUEST,ICL,ARRIVED,2020-10-15 19:01:00,2020-10-15 22:52:00,SCT1,Starboard,2020-10-16 07:00:00,"Antwerpen, Belgium",Y41/Z41,2020-10-10 00:00:00,1518,231.0
INDEPENDENT QUEST - Y45/Z45,INDEPENDENT QUEST,ICL,ARRIVED,2020-11-12 19:00:00,2020-11-12 18:00:00,SCT1,Portside,2020-11-13 07:00:00,"Antwerpen, Belgium",Y45/Z45,2020-10-30 00:00:00,4801,-60.0
INDEPENDENT QUEST - Y49/Z49,INDEPENDENT QUEST,ICL,ARRIVED,2020-12-10 19:00:00,2020-12-10 22:09:00,SCT3,Portside,2020-12-11 07:00:00,"Antwerpen, Belgium",Y49/Z49,2020-11-15 00:00:00,2356,189.0
INDEPENDENT SPIRIT - Y29/Z29,INDEPENDENT SPIRIT,ICL,ARRIVED,2020-07-23 19:00:00,2020-07-23 16:07:00,SCT1,Starboard,2020-07-24 07:00:00,"Antwerpen, Belgium",Y29/Z29,2020-07-15 00:00:00,1963,-173.0
INDEPENDENT SPIRIT - Y33/Z33,INDEPENDENT SPIRIT,ICL,ARRIVED,2020-08-20 19:30:00,2020-08-20 19:00:00,SCT1,Starboard,2020-08-21 07:30:00,"Antwerpen, Belgium",Y33/Z33,2020-08-05 00:00:00,464,-30.0
INDEPENDENT SPIRIT - Y37/Z37,INDEPENDENT SPIRIT,ICL,ARRIVED,2020-09-17 19:30:00,2020-09-17 20:40:00,SCT1,Portside,2020-09-18 07:30:00,"Antwerpen, Belgium",Y37/Z37,2020-09-05 00:00:00,565,70.0
INDEPENDENT VISION - Y04/Z04,INDEPENDENT VISION,ICL,ARRIVED,2021-01-28 19:00:00,2021-01-28 18:35:00,SCT3,Portside,2021-01-29 07:00:00,"Antwerpen, Belgium",Y04/Z04,2021-01-15 00:00:00,1625,-25.0
INDEPENDENT VISION - Y08/Z08,INDEPENDENT VISION,ICL,ARRIVED,2021-02-25 19:30:00,2021-02-25 23:45:00,SCT3,Portside,2021-02-26 07:30:00,"Antwerpen, Belgium",Y08/Z08,2021-02-10 00:00:00,969,255.0
INDEPENDENT VISION - Y12/Z12,INDEPENDENT VISION,ICL,ARRIVED,2021-03-25 19:30:00,2021-03-26 09:04:00,SCT3,Portside,2021-03-26 07:30:00,"Antwerpen, Belgium",Y12/Z12,2021-03-10 00:00:00,987,814.0
INDEPENDENT VISION - Y16/Z16,INDEPENDENT VISION,ICL,ARRIVED,2021-04-22 19:30:00,2021-04-22 21:22:00,SCT3,Portside,2021-04-23 07:30:00,"Antwerpen, Belgium",Y16/Z16,2021-04-10 00:00:00,1047,112.0
INDEPENDENT VISION - Y20/Z20,INDEPENDENT VISION,ICL,ARRIVED,2021-05-20 19:30:00,2021-05-22 13:08:00,SCT3,Portside,2021-05-21 07:30:00,"Antwerpen, Belgium",Y20/Z20,2021-05-05 00:00:00,284,2498.0
INDEPENDENT VISION - Y24/Z24,INDEPENDENT VISION,ICL,ARRIVED,2021-06-17 19:30:00,2021-06-17 19:00:00,SCT3,Portside,2021-06-18 07:30:00,"Antwerpen, Belgium",Y24/Z24,2021-06-05 00:00:00,353,-30.0
INDEPENDENT VISION - Y28/Z28,INDEPENDENT VISION,ICL,ARRIVED,2021-07-15 19:30:00,2021-07-15 16:22:00,SCT4,Portside,2021-07-16 07:30:00,"Antwerpen, Belgium",Y28/Z28,2021-06-30 00:00:00,4430,-188.0
INDEPENDENT VISION - Y30/Z30,INDEPENDENT VISION,ICL,ARRIVED,2020-07-30 19:00:00,2020-07-30 16:46:00,SCT1,Portside,2020-07-31 07:00:00,"Antwerpen, Belgium",Y30/Z30,2020-07-15 00:00:00,1977,-134.0
INDEPENDENT VISION - Y32/Z32,INDEPENDENT VISION,ICL,ARRIVED,2021-08-12 19:30:00,2021-08-12 22:40:00,SCT3,Portside,2021-08-13 07:30:00,"Antwerpen, Belgium",Y32/Z32,2021-07-30 00:00:00,4556,190.0
INDEPENDENT VISION - Y34/Z34,INDEPENDENT VISION,ICL,ARRIVED,2020-08-27 19:30:00,2020-08-27 18:30:00,SCT1,Portside,2020-08-28 07:30:00,"Antwerpen, Belgium",Y34/Z34,2020-08-15 00:00:00,2064,-60.0
INDEPENDENT VISION - Y36/Z36,INDEPENDENT VISION,ICL,ARRIVED,2021-09-09 19:30:00,2021-09-10 01:00:00,SCT3,Portside,2021-09-10 07:30:00,"Antwerpen, Belgium",Y36/Z36,2021-08-25 00:00:00,3858,330.0
INDEPENDENT VISION - Y38/Z38,INDEPENDENT VISION,ICL,ARRIVED,2020-09-24 19:00:00,2020-09-24 15:09:00,SCT1,Portside,2020-09-25 07:00:00,"Antwerpen, Belgium",Y38/Z38,2020-09-10 00:00:00,1397,-231.0
INDEPENDENT VISION - Y42/Z42,INDEPENDENT VISION,ICL,ARRIVED,2020-10-22 19:00:00,2020-10-22 19:30:00,SCT1,Portside,2020-10-23 07:00:00,"Antwerpen, Belgium",Y42/Z42,2020-10-10 00:00:00,1501,30.0
INDEPENDENT VISION - Y46/Z46,INDEPENDENT VISION,ICL,ARRIVED,2020-11-19 19:00:00,2020-11-20 00:08:00,SCT1,Portside,2020-11-20 07:00:00,"Antwerpen, Belgium",Y46/Z46,2020-11-05 00:00:00,782,308.0
INDEPENDENT VISION - Y50/Z50,INDEPENDENT VISION,ICL,ARRIVED,2020-12-19 19:00:00,2020-12-18 19:30:00,SCT1,Portside,2020-12-20 07:00:00,"Antwerpen, Belgium",Y50/Z50,2020-11-15 00:00:00,2378,-1410.0
JAN - X19/X19,JAN,ADHOC,ARRIVED,2021-07-18 07:30:00,2021-07-18 07:30:00,SCT5,Starboard,2021-07-19 07:30:00,"Bremerhaven, Germany",X19/X19,2021-07-15 00:00:00,2051,0.0
JSP MISTRAL - 37N/37N,JSP MISTRAL,BGLP3N,ARRIVED,2020-09-21 07:01:00,2020-09-21 14:00:00,SCT1,Starboard,2020-09-22 07:01:00,"Cork, Ireland",37N/37N,2020-09-15 00:00:00,2207,419.0
JSP MISTRAL - 38N/38N,JSP MISTRAL,BGLP3N,ARRIVED,2020-09-30 19:30:00,2020-09-30 16:07:00,SCT1,Starboard,2020-10-01 07:30:00,"Cork, Ireland",38N/38N,2020-09-20 00:00:00,3041,-203.0
JSP RIDER - X11/X11,JSP RIDER,ADHOC,ARRIVED,2021-05-07 10:00:00,2021-05-10 04:53:00,SCT1,Starboard,2021-05-08 07:31:00,"Zeebrugge, Belgium",X11/X11,2021-05-05 00:00:00,313,4013.0
JSP ROVER - 19N/19N,JSP ROVER,BGLP3N,ARRIVED,2021-08-20 07:00:00,2021-08-21 04:30:00,SCT3,Starboard,2021-08-21 07:00:00,"Rotterdam, Netherlands",19N/19N,2021-08-15 00:00:00,2159,1290.0
JSP ROVER - X30/X30,JSP ROVER,ADHOC,ARRIVED,2021-08-25 19:00:00,2021-08-26 09:15:00,SCT4,Starboard,2021-08-26 19:00:00,"Zeebrugge, Belgium",X30/X30,2021-08-25 00:00:00,3870,855.0
JSP SKIRNER - X26/X26,JSP SKIRNER,ADHOC,ARRIVED,2021-08-15 07:30:00,2021-08-15 07:00:00,SCT3,Starboard,2021-08-16 07:31:00,"Rotterdam, Netherlands",X26/X26,2021-08-10 00:00:00,1363,-30.0
JSP SLIDUR - 15A/15A,JSP SLIDUR,ISX3,ARRIVED,2021-04-19 19:30:00,2021-04-20 19:00:00,SCT1,Starboard,2021-04-20 19:30:00,"Rotterdam, Netherlands",15A/15A,2021-04-10 00:00:00,1035,1410.0
JSP SLIDUR - 16A/16A,JSP SLIDUR,ISX3,ARRIVED,2021-04-25 19:30:00,2021-04-25 21:23:00,SCT1,Starboard,2021-04-26 07:30:00,"Rotterdam, Netherlands",16A/16A,2021-04-10 00:00:00,1040,113.0
JSP SLIDUR - 19A/19A,JSP SLIDUR,ISX3,ARRIVED,2021-05-06 07:30:00,2021-05-12 23:48:00,SCT1,Starboard,2021-05-07 07:30:00,"Rotterdam, Netherlands",19A/19A,2021-04-25 00:00:00,3515,9618.0
JSP SLIDUR - 25A/25A,JSP SLIDUR,ISX3,ARRIVED,2021-05-22 19:30:00,2021-05-28 19:30:00,SCT1,Starboard,2021-05-23 19:30:00,"Rotterdam, Netherlands",25A/25A,2021-05-10 00:00:00,1108,8640.0
JSP SLIDUR - 26A/26A,JSP SLIDUR,ISX3,ARRIVED,2021-06-02 22:00:00,2021-06-04 07:05:00,SCT1,Starboard,2021-06-03 07:30:00,"Rotterdam, Netherlands",26A/26A,2021-05-25 00:00:00,3546,1985.0
JSP SLIDUR - 31A/31A,JSP SLIDUR,ISX3,ARRIVED,2021-06-13 19:30:00,2021-06-18 07:30:00,SCT1,Starboard,2021-06-14 19:30:00,"Rotterdam, Netherlands",31A/31A,2021-05-30 00:00:00,4397,6480.0
JSP SLIDUR - 35A/35A,JSP SLIDUR,ISX3,ARRIVED,2021-06-29 07:30:00,2021-07-05 00:17:00,SCT1,Starboard,2021-06-30 07:30:00,"Rotterdam, Netherlands",35A/35A,2021-06-15 00:00:00,1907,8207.0
JSP SLIDUR - 37A/37A,JSP SLIDUR,ISX3,ARRIVED,2021-07-06 07:30:00,2021-07-11 06:16:00,SCT1,Starboard,2021-07-07 07:30:00,"Rotterdam, Netherlands",37A/37A,2021-06-20 00:00:00,2812,7126.0
JSP SLIDUR - 43A/43A,JSP SLIDUR,ISX3,ARRIVED,2021-07-20 07:30:00,2021-07-22 07:53:00,SCT1,Portside,2021-07-21 07:30:00,"Rotterdam, Netherlands",43A/43A,2021-07-05 00:00:00,394,2903.0
JSP SLIDUR - 47A/47A,JSP SLIDUR,ISX3,ARRIVED,2021-07-26 19:30:00,2021-08-03 22:57:00,SCT4,Starboard,2021-07-27 19:30:00,"Rotterdam, Netherlands",47A/47A,2021-07-15 00:00:00,2020,11727.0
JSP SLIDUR - 48A/48A,JSP SLIDUR,ISX3,ARRIVED,2021-08-01 23:59:00,2021-08-16 10:43:00,SCT4,Starboard,2021-08-02 23:59:00,"Rotterdam, Netherlands",48A/48A,2021-07-20 00:00:00,2902,20804.0
JSP SLIDUR - 55A/55A,JSP SLIDUR,ISX3,ARRIVED,2021-08-26 19:30:00,2021-08-29 17:05:00,SCT4,Starboard,2021-08-27 19:30:00,"Rotterdam, Netherlands",55A/55A,2021-08-15 00:00:00,2142,4175.0
JSP SLIDUR - 60A/60A,JSP SLIDUR,ISX3,ARRIVED,2021-09-14 07:30:00,2021-09-22 10:56:00,SCT4,Starboard,2021-09-15 07:30:00,"Rotterdam, Netherlands",60A/60A,2021-08-30 00:00:00,4670,11726.0
KOI - J12/J12,KOI,EPIC,ARRIVED,2021-05-04 11:59:00,2021-05-05 06:00:00,SCT3,Starboard,2021-05-05 07:30:00,"Bremerhaven, Germany",J12/J12,2021-04-20 00:00:00,2688,1081.0
KOI - J20/J20,KOI,EPIC,ARRIVED,2021-06-29 13:00:00,2021-06-29 13:00:00,SCT3,Starboard,2021-06-30 07:30:00,"Bremerhaven, Germany",J20/J20,2021-06-15 00:00:00,1909,0.0
KOI - J28/J28,KOI,EPIC,ARRIVED,2021-08-24 13:00:00,2021-08-24 13:00:00,SCT3,Starboard,2021-08-25 07:30:00,"Bremerhaven, Germany",J28/J28,2021-08-10 00:00:00,1333,0.0
LANA - A04/A04,LANA,LEVANT,ARRIVED,2021-01-29 19:30:00,2021-01-29 22:28:00,SCT2,Starboard,2021-01-30 07:30:00,"Rotterdam, Netherlands",A04/A04,2021-01-25 00:00:00,3318,178.0
LANA - A09/A09,LANA,LEVANT,ARRIVED,2021-03-05 19:30:00,2021-03-15 21:00:00,SCT3,Starboard,2021-03-06 07:30:00,"Rotterdam, Netherlands",A09/A09,2021-02-20 00:00:00,2531,14490.0
LANA - A14/A14,LANA,LEVANT,ARRIVED,2021-04-10 07:30:00,2021-04-13 18:30:00,SCT3,Starboard,2021-04-10 19:30:00,"Rotterdam, Netherlands",A14/A14,2021-03-25 00:00:00,3445,4980.0
LE HAVRE - R05/S05,LE HAVRE,EPIC1,ARRIVED,2021-02-01 19:30:00,2021-02-06 00:23:00,SCT3,Starboard,2021-02-02 07:30:00,"Rotterdam, Netherlands",R05/S05,2021-01-20 00:00:00,2487,6053.0
LE HAVRE - R22/S22,LE HAVRE,IPAK,ARRIVED,2021-05-31 19:30:00,2021-05-31 19:35:00,SCT2,Starboard,2021-06-01 07:30:00,"Rotterdam, Netherlands",R22/S22,2021-05-20 00:00:00,2737,5.0
LE HAVRE - R33/S33,LE HAVRE,EPIC1,ARRIVED,2020-08-17 19:30:00,2020-08-18 00:28:00,SCT2,Starboard,2020-08-18 07:30:00,"Rotterdam, Netherlands",R33/S33,2020-08-05 00:00:00,472,298.0
LE HAVRE - R41/S41,LE HAVRE,EPIC1,ARRIVED,2020-10-12 19:01:00,2020-10-12 19:33:00,SCT3,Starboard,2020-10-13 07:00:00,"Rotterdam, Netherlands",R41/S41,2020-09-30 00:00:00,4714,32.0
LE HAVRE - R49/S49,LE HAVRE,EPIC1,ARRIVED,2020-12-07 19:00:00,2020-12-10 15:16:00,SCT3,Starboard,2020-12-08 07:00:00,"Rotterdam, Netherlands",R49/S49,2020-11-15 00:00:00,2361,4096.0
LOTUS A - J06/J06,LOTUS A,EPIC,ARRIVED,2021-03-23 15:00:00,2021-03-23 20:35:00,SCT3,Starboard,2021-03-24 07:00:00,"Bremerhaven, Germany",J06/J06,2021-03-10 00:00:00,982,335.0
LOTUS A - J14/J14,LOTUS A,EPIC,ARRIVED,2021-05-18 13:00:00,2021-05-19 17:30:00,SCT3,Starboard,2021-05-19 07:30:00,"Bremerhaven, Germany",J14/J14,2021-05-05 00:00:00,281,1710.0
LOTUS A - J22/J22,LOTUS A,EPIC,ARRIVED,2021-07-13 13:00:00,2021-07-12 13:45:00,SCT2,Starboard,2021-07-14 07:30:00,"Bremerhaven, Germany",J22/J22,2021-06-30 00:00:00,4434,-1395.0
LOTUS A - J30/J30,LOTUS A,EPIC,ARRIVED,2021-09-07 13:00:00,2021-09-07 12:55:00,SCT3,Starboard,2021-09-08 07:30:00,"Bremerhaven, Germany",J30/J30,2021-08-25 00:00:00,3853,-5.0
MAERSK BALI - Q05/P05,MAERSK BALI,ECU,ARRIVED,2021-02-04 07:00:00,2021-02-04 07:05:00,SCT2,Portside,2021-02-04 19:00:00,"Antwerpen, Belgium",Q05/P05,2021-01-20 00:00:00,2481,5.0
MAERSK BALI - Q13/P13,MAERSK BALI,ECU,ARRIVED,2021-04-01 07:00:00,2021-04-01 06:00:00,SCT3,Starboard,2021-04-01 19:00:00,"Antwerpen, Belgium",Q13/P13,2021-03-20 00:00:00,2615,-60.0
MAERSK BALI - Q21/P21,MAERSK BALI,ECU,ARRIVED,2021-05-27 07:00:00,2021-05-27 07:29:00,SCT3,Portside,2021-05-27 19:00:00,"Antwerpen, Belgium",Q21/P21,2021-05-15 00:00:00,1870,29.0
MAERSK BALI - Q29/P29,MAERSK BALI,ECU,ARRIVED,2021-07-22 07:00:00,2021-07-22 06:30:00,SCT3,Portside,2021-07-22 19:00:00,"Antwerpen, Belgium",Q29/P29,2021-07-10 00:00:00,1255,-30.0
MAERSK BALI - Q34/P34,MAERSK BALI,ECU,ARRIVED,2020-08-20 07:30:00,2020-08-20 06:30:00,SCT2,Portside,2020-08-20 19:30:00,"Antwerpen, Belgium",Q34/P34,2020-08-05 00:00:00,467,-60.0
MAERSK BALI - Q37/P37,MAERSK BALI,ECU,ARRIVED,2021-09-16 07:00:00,2021-09-16 07:30:00,SCT2,Portside,2021-09-16 19:00:00,"Antwerpen, Belgium",Q37/P37,2021-09-05 00:00:00,600,30.0
MAERSK BALI - Q42/P42,MAERSK BALI,ECU,ARRIVED,2020-10-15 07:01:00,2020-10-15 06:30:00,SCT2,Portside,2020-10-15 19:00:00,"Antwerpen, Belgium",Q42/P42,2020-09-30 00:00:00,4718,-31.0
MAERSK BALI - Q50/P50,MAERSK BALI,ECU,ARRIVED,2020-12-10 07:00:00,2020-12-10 06:15:00,SCT1,Portside,2020-12-10 19:00:00,"Antwerpen, Belgium",Q50/P50,2020-11-15 00:00:00,2363,-45.0
MAERSK BATAM - Q01/P01,MAERSK BATAM,ECU,ARRIVED,2021-01-07 07:00:00,2021-01-07 09:05:00,SCT2,Portside,2021-01-07 19:00:00,"Antwerpen, Belgium",Q01/P01,2020-12-25 00:00:00,4153,125.0
MAERSK BATAM - Q09/P09,MAERSK BATAM,ECU,ARRIVED,2021-03-04 07:00:00,2021-03-04 17:00:00,SCT3,Starboard,2021-03-04 19:00:00,"Antwerpen, Belgium",Q09/P09,2021-02-20 00:00:00,2579,600.0
MAERSK BATAM - Q17/P17,MAERSK BATAM,ECU,ARRIVED,2021-04-29 07:00:00,2021-04-29 06:37:00,SCT3,Starboard,2021-04-29 19:00:00,"Antwerpen, Belgium",Q17/P17,2021-04-15 00:00:00,1778,-23.0
MAERSK BATAM - Q25/P25,MAERSK BATAM,ECU,ARRIVED,2021-06-24 07:00:00,2021-06-24 06:31:00,SCT3,Starboard,2021-06-24 19:00:00,"Antwerpen, Belgium",Q25/P25,2021-06-10 00:00:00,1150,-29.0
MAERSK BATAM - Q30/P30,MAERSK BATAM,ECU,ARRIVED,2020-07-23 07:30:00,2020-07-23 06:30:00,SCT2,Portside,2020-07-23 19:30:00,"Antwerpen, Belgium",Q30/P30,2020-07-15 00:00:00,1954,-60.0
MAERSK BATAM - Q33/P33,MAERSK BATAM,ECU,ARRIVED,2021-08-19 07:30:00,2021-08-19 08:00:00,SCT3,Portside,2021-08-19 19:30:00,"Antwerpen, Belgium",Q33/P33,2021-08-05 00:00:00,501,30.0
MAERSK BATAM - Q38/P38,MAERSK BATAM,ECU,ARRIVED,2020-09-17 07:00:00,2020-09-17 06:45:00,SCT3,Portside,2020-09-17 19:00:00,"Antwerpen, Belgium",Q38/P38,2020-09-05 00:00:00,568,-15.0
MAERSK BATAM - Q46/P46,MAERSK BATAM,ECU,ARRIVED,2020-11-12 07:00:00,2020-11-12 12:15:00,SCT2,Portside,2020-11-12 19:00:00,"Antwerpen, Belgium",Q46/P46,2020-10-30 00:00:00,4800,315.0
MAERSK BATUR - Q06/P06,MAERSK BATUR,ECU,ARRIVED,2021-02-11 07:00:00,2021-02-11 21:55:00,SCT1,Starboard,2021-02-11 19:00:00,"Antwerpen, Belgium",Q06/P06,2021-01-30 00:00:00,4237,895.0
MAERSK BATUR - Q14/P14,MAERSK BATUR,ECU,ARRIVED,2021-04-08 07:00:00,2021-04-08 19:40:00,SCT3,Portside,2021-04-08 19:00:00,"Antwerpen, Belgium",Q14/P14,2021-03-25 00:00:00,3441,760.0
MAERSK BATUR - Q22/P22,MAERSK BATUR,ECU,ARRIVED,2021-06-03 07:00:00,2021-06-03 06:15:00,SCT3,Portside,2021-06-03 19:00:00,"Antwerpen, Belgium",Q22/P22,2021-05-20 00:00:00,2732,-45.0
MAERSK BATUR - Q30/P30,MAERSK BATUR,ECU,ARRIVED,2021-07-29 07:00:00,2021-07-29 03:00:00,SCT3,Portside,2021-07-29 19:00:00,"Antwerpen, Belgium",Q30/P30,2021-07-15 00:00:00,2053,-240.0
MAERSK BATUR - Q35/P35,MAERSK BATUR,ECU,ARRIVED,2020-08-27 07:30:00,2020-08-27 11:07:00,SCT2,Portside,2020-08-27 19:30:00,"Antwerpen, Belgium",Q35/P35,2020-08-15 00:00:00,2062,217.0
MAERSK BATUR - Q38/P38,MAERSK BATUR,ECU,ARRIVED,2021-09-23 07:00:00,2021-09-23 07:30:00,SCT2,Portside,2021-09-23 19:00:00,"Antwerpen, Belgium",Q38/P38,2021-09-10 00:00:00,1465,30.0
MAERSK BATUR - Q43/P43,MAERSK BATUR,ECU,ARRIVED,2020-10-22 07:00:00,2020-10-22 10:30:00,SCT2,Portside,2020-10-22 19:00:00,"Antwerpen, Belgium",Q43/P43,2020-10-10 00:00:00,1502,210.0
MAERSK BATUR - Q99/P99,MAERSK BATUR,ECU,ARRIVED,2020-12-17 07:00:00,2020-12-17 16:55:00,SCT1,Portside,2020-12-17 16:00:00,"Antwerpen, Belgium",Q99/P99,2020-12-15 00:00:00,2447,595.0
MAERSK BRANI - Q08/P08,MAERSK BRANI,ECU,ARRIVED,2021-02-25 07:00:00,2021-02-25 08:10:00,SCT1,Starboard,2021-02-25 19:00:00,"Antwerpen, Belgium",Q08/P08,2021-02-10 00:00:00,916,70.0
MAERSK BRANI - Q16/P16,MAERSK BRANI,ECU,ARRIVED,2021-04-22 07:00:00,2021-04-22 07:24:00,SCT2,Starboard,2021-04-22 19:00:00,"Antwerpen, Belgium",Q16/P16,2021-04-10 00:00:00,1065,24.0
MAERSK BRANI - Q24/P24,MAERSK BRANI,ECU,ARRIVED,2021-06-17 07:00:00,2021-06-17 01:54:00,SCT3,Starboard,2021-06-17 19:00:00,"Antwerpen, Belgium",Q24/P24,2021-06-05 00:00:00,354,-306.0
MAERSK BRANI - Q29/P29,MAERSK BRANI,ECU,ARRIVED,2020-07-16 07:30:00,2020-07-16 06:15:00,SCT2,Portside,2020-07-16 19:30:00,"Antwerpen, Belgium",Q29/P29,2020-07-10 00:00:00,1195,-75.0
MAERSK BRANI - Q32/P32,MAERSK BRANI,ECU,ARRIVED,2021-08-12 07:30:00,2021-08-12 06:25:00,SCT3,Portside,2021-08-12 19:30:00,"Antwerpen, Belgium",Q32/P32,2021-07-30 00:00:00,4558,-65.0
MAERSK BRANI - Q37/P37,MAERSK BRANI,ECU,ARRIVED,2020-09-10 07:00:00,2020-09-10 07:00:00,SCT2,Portside,2020-09-10 19:00:00,"Antwerpen, Belgium",Q37/P37,2020-08-25 00:00:00,3816,0.0
MAERSK BRANI - Q45/P45,MAERSK BRANI,ECU,ARRIVED,2020-11-05 07:00:00,2020-11-05 06:45:00,SCT2,Portside,2020-11-05 19:00:00,"Antwerpen, Belgium",Q45/P45,2020-10-20 00:00:00,3177,-15.0
MAERSK BRANI - Q52/P52,MAERSK BRANI,ECU,ARRIVED,2020-12-31 07:00:00,2020-12-31 15:05:00,SCT2,Portside,2020-12-31 19:00:00,"Antwerpen, Belgium",Q52/P52,2020-12-15 00:00:00,2444,485.0
